id,amount,date,category
224657,4363.2,2023-01-06,transfer
224712,29574.4,2023-03-23,services
224790,7940.98,2023-04-08,services
225024,25279,2023-04-28,health
225088,29154,2024-01-26,food
225647,13883.4,2023-11-21,transfer
225824,9550.53,2023-01-17,health
225880,11687.7,2023-05-13,education
225889,10754.4,2023-01-16,transfer
225990,13566.6,2024-01-28,services
226055,19940.8,2023-06-24,health
226068,15523.2,2023-03-25,health
226186,5542.42,2023-05-11,shopping
226338,12044,2023-12-10,education
226352,67662.4,2023-09-08,education
226811,4076.1,2023-06-02,transfer
226918,6767.67,2023-04-28,health
226943,7694.82,2023-12-09,shopping
227163,26676.1,2023-06-08,education
227188,4270.5,2023-09-23,services
227390,4184,2023-11-10,health
227579,6236.56,2023-08-03,health
227615,8879.84,2024-01-14,transfer
227708,7104.96,2023-11-02,health
227810,10305.3,2023-02-02,services
228057,10036.8,2024-01-18,travel
228102,42044.2,2023-06-10,food
228159,7078.68,2024-02-03,shopping
228227,8256.07,2023-06-13,travel
228309,13064.2,2024-01-24,food
228529,6341.12,2023-01-17,shopping
228859,5008.52,2023-02-19,education
229214,42524.4,2024-01-09,health
229280,5459.52,2023-02-03,services
229410,13554.9,2023-11-21,transfer
229896,4256,2024-01-16,services
229914,11331.5,2023-01-02,transfer
229926,6108.27,2023-07-19,health
230167,11342.8,2023-12-16,health
230209,4390.36,2023-03-11,services
230256,15304.8,2024-01-30,transfer
230488,4258.28,2023-05-24,education
230654,5574.95,2024-01-24,travel
230992,3984.9,2023-08-10,services
231031,20845.3,2023-03-25,health
231830,9033.5,2023-01-26,travel
232308,17452.9,2023-03-24,education
232448,3982.2,2023-12-01,shopping
232492,7658.43,2023-02-23,services
232499,7646.9,2023-05-04,services
232619,15266.3,2023-08-05,shopping
232812,16597,2023-05-20,shopping
232929,4878.24,2023-01-04,health
233362,5946.25,2023-11-05,travel
233444,12355.3,2023-07-25,food
233512,4048.33,2023-07-02,health
233692,33378,2023-08-21,education
233707,7637.15,2023-09-15,travel
234029,22038.9,2023-12-08,transfer
234064,4299.33,2023-02-15,shopping
234111,15212.8,2023-01-24,travel
234401,7496.06,2023-06-24,health
234824,4792.48,2023-11-16,travel
234913,33378.4,2023-03-15,travel
235222,10478.6,2023-05-11,travel
235240,21357.2,2024-01-30,shopping
235282,24324.1,2023-05-07,services
235386,4760.08,2023-04-30,food
235479,5975.34,2023-06-07,transfer
236629,13715.2,2023-06-01,services
236651,48397.6,2023-08-07,education
236705,6019.82,2023-05-07,shopping
236710,5426.4,2024-01-21,education
237306,8401.9,2023-12-13,health
237480,9764.28,2023-07-18,food
237807,8050.68,2023-01-05,food
237938,7994.7,2023-08-24,food
238041,4891.18,2023-09-07,food
238080,12846.5,2023-10-30,food
238207,13120.6,2023-05-06,education
238320,4773.75,2023-03-19,health
238394,28916.9,2023-12-10,services
238716,22967.2,2024-01-26,services
238862,13066.8,2023-08-11,shopping
238870,15768.8,2023-07-22,services
239035,10142,2023-06-25,food
239074,10808.7,2023-04-13,travel
239079,10728.8,2023-10-12,health
239224,18976.3,2023-01-30,food
239297,8363.48,2023-09-01,transfer
239393,4084.8,2023-01-29,shopping
239453,13315.7,2023-05-06,transfer
239675,5946.88,2023-04-14,services
239809,7111.44,2023-05-08,food
239823,7599.41,2023-10-27,food
240059,5558,2023-10-03,travel
240225,8261.4,2023-01-06,health
240271,4233.79,2023-03-14,travel
240576,57705.5,2023-10-09,education
240708,10886.1,2023-08-06,health
240719,11428.2,2024-01-29,health
241204,15313.5,2023-06-28,health
241232,16287.6,2023-02-15,shopping
241272,5845.62,2023-03-29,health
241659,8855.98,2023-08-15,transfer
241772,7397.49,2024-01-08,education
241865,4471.22,2023-07-05,transfer
241966,16039.7,2023-02-24,travel
241975,17281.2,2023-03-20,services
241996,7113.3,2024-01-14,health
242207,4080.57,2023-10-31,shopping
242247,6675.22,2023-05-19,health
242433,15231.9,2024-01-09,services
242502,10885.4,2023-11-09,shopping
242553,4227.18,2023-05-27,travel
242690,12404,2024-01-27,education
242696,5176.5,2023-09-03,services
242930,8167.5,2023-09-14,education
243018,8331.44,2024-01-10,education
243080,9551.75,2023-09-11,education
243880,9631.72,2023-11-20,education
244068,8165.76,2023-04-06,education
244462,23939,2023-09-25,services
244697,5282.68,2023-08-31,education
244945,9763,2023-02-05,services
245052,6754.84,2024-01-24,health
245064,11675.1,2024-01-22,travel
245132,4252.44,2023-11-28,services
245133,10848.2,2023-01-29,education
245447,10864.6,2023-02-10,education
245546,17421.7,2023-09-22,education
245588,12816.4,2023-11-01,transfer
245638,8539.07,2024-01-29,travel
245670,4064.55,2023-10-12,services
246031,5428.83,2024-01-12,education
246076,4769.92,2023-02-23,health
246404,24089,2023-12-04,health
246461,13523.2,2023-07-31,education
246464,20670.6,2023-12-18,transfer
246690,21730.7,2023-04-01,transfer
246862,12210.2,2023-03-07,services
246863,6995.82,2023-10-17,travel
246911,18557.5,2024-01-31,education
246916,9843.18,2023-05-11,transfer
246928,7787.88,2023-01-28,education
247803,24984.6,2023-02-12,services
247888,6097.14,2023-04-06,food
248123,14021.5,2023-11-30,travel
248355,22839.6,2024-01-27,travel
248482,8500,2023-11-05,food
248935,28128.5,2023-06-05,education
248942,4327.67,2023-06-02,health
249150,12103.9,2024-01-25,health
249466,11545.2,2023-06-24,transfer
249840,7776.96,2023-12-20,shopping
249841,38067.4,2023-01-27,education
250022,22216.1,2023-06-28,education
250089,32839.3,2023-09-02,shopping
250245,31029.6,2024-01-13,health
250253,13666.2,2023-07-31,transfer
250392,69110.4,2023-04-29,education
250469,14885.9,2023-10-28,education
250501,8135.93,2023-09-06,transfer
250508,4580.52,2023-11-17,education
250773,8485.4,2023-02-10,shopping
250852,37730.8,2023-01-01,travel
251297,5614.92,2023-05-21,transfer
251568,5693.4,2023-04-10,transfer
251570,4887,2023-12-24,services
251984,20316.7,2023-11-28,education
252064,17954.4,2023-03-21,services
252401,19531.8,2023-08-21,education
252459,43823.2,2023-04-05,services
252648,18588.8,2023-08-11,shopping
252718,4735.8,2023-12-14,transfer
252721,6295.79,2023-09-20,health
252773,29094,2023-10-10,health
252876,4151.35,2023-12-07,transfer
253237,40331.3,2023-10-31,travel
253594,9611.82,2023-01-12,food
254048,29796,2023-03-15,transfer
254064,12531.6,2024-02-04,health
254090,5216.86,2023-02-01,transfer
254105,8656.83,2023-06-11,education
254359,20595.3,2023-11-02,services
254709,8571.36,2023-07-15,services
254722,16936.9,2023-01-27,travel
254822,6719.87,2024-01-25,services
254825,24545.2,2023-06-12,health
254875,22937.2,2023-01-19,travel
255058,7497.9,2023-01-01,shopping
255149,6815.6,2023-01-19,food
255185,10916.2,2023-10-03,travel
255395,6122.38,2023-05-25,food
256125,8759.65,2023-10-26,health
256249,42274.6,2023-04-29,health
256280,4574.55,2023-10-15,transfer
256290,11891.2,2023-06-14,shopping
256325,4128.32,2023-05-09,food
256395,4823.24,2023-01-21,education
257029,4528.68,2023-06-05,food
257087,26940.5,2023-01-26,travel
257097,5097.96,2023-07-28,education
257257,18094.5,2024-01-06,transfer
257351,4201.85,2023-08-05,transfer
257516,25155.1,2023-12-22,health
257720,24845.4,2023-07-07,shopping
257752,9161.25,2023-11-16,food
257827,9499.26,2023-03-18,travel
257939,7328.4,2023-12-31,travel
258190,10694.9,2023-12-20,education
258422,23706.4,2023-01-10,transfer
258442,7082.06,2023-02-08,transfer
258555,4416.83,2023-04-25,services
258619,10842.9,2023-03-26,health
259109,25002.1,2023-07-23,travel
259427,11720.6,2023-06-26,education
259959,4315.9,2024-02-01,travel
260033,5166.5,2023-01-16,food
260070,5707.49,2023-06-05,services
260527,6715.83,2023-01-13,travel
260855,29892.6,2023-02-21,health
260901,4362.96,2023-12-01,travel
261130,12515,2023-01-15,travel
261224,19026.9,2023-12-12,education
261395,18668.9,2023-02-03,education
261491,33231.5,2023-07-23,education
261671,7623.22,2023-10-09,travel
261865,11413.1,2023-10-27,services
261877,9833.76,2023-07-28,transfer
261954,22842.7,2024-01-10,shopping
262075,10334.5,2023-03-05,transfer
262127,4149.36,2023-08-01,shopping
262318,9970.16,2023-10-01,food
262701,15234.3,2023-08-29,health
262798,8630.05,2023-02-22,travel
263112,43154.4,2023-03-23,services
263259,8656.15,2023-06-13,education
263267,11729.1,2023-06-21,travel
263273,8053.3,2023-08-10,travel
263384,13230.3,2023-11-20,education
263538,21587.2,2023-04-15,services
263775,11590.3,2023-06-29,travel
263831,17524.8,2023-10-04,health
264107,12108.4,2023-01-02,transfer
264366,22314.8,2023-11-14,services
264368,9629.62,2023-01-21,shopping
264374,11062.3,2023-02-10,food
264476,12328.5,2023-07-22,transfer
264678,30943.5,2024-01-02,health
264680,9322.25,2023-01-19,food
265087,8133.07,2023-01-21,health
265109,5560.28,2023-08-04,transfer
265344,4028.2,2023-04-19,education
265410,9917.4,2023-11-01,shopping
265514,12737.5,2023-02-07,transfer
265657,28374.9,2023-10-28,travel
265676,4310.64,2023-05-31,travel
265715,6748.8,2024-01-04,health
265972,21729.6,2023-01-03,health
265973,11619.3,2023-01-11,health
266076,16195.6,2023-06-07,shopping
266146,20440.5,2023-07-21,services
266600,8864.07,2023-10-15,services
266848,5063.52,2023-12-07,food
266997,6156.9,2023-05-07,transfer
267053,11563.2,2023-09-19,education
267101,22057.2,2023-08-24,services
267197,22561.6,2023-08-03,shopping
267277,21917.9,2023-08-30,services
267438,6018.75,2023-10-22,transfer
267560,9688.6,2024-02-04,shopping
267616,14722.5,2023-03-25,food
267682,17009.6,2023-02-12,health
267785,6724.08,2023-10-03,health
267852,12801.8,2023-10-08,education
267972,14063.8,2023-12-17,services
268050,16640.8,2024-02-01,shopping
268447,7873.6,2023-06-15,travel
268637,13848,2023-07-16,health
268776,25689.1,2023-05-16,education
269049,9142.08,2023-11-03,food
269079,17550.4,2023-08-05,services
269118,16220.2,2023-12-18,transfer
269437,4117.44,2023-04-20,services
269524,9062.3,2023-03-12,travel
269603,26712.3,2023-12-07,health
269618,12575.8,2024-01-30,transfer
269678,23053.9,2023-03-07,shopping
269767,8255.25,2023-05-16,travel
269817,4869.6,2023-06-22,food
270219,18828.4,2023-12-14,food
270322,4221,2023-06-02,shopping
270359,7907.46,2023-06-11,travel
270376,6818.36,2023-08-14,travel
270433,8907.5,2024-01-08,education
270749,9653.58,2024-01-13,shopping
270832,16435.7,2023-04-28,transfer
271687,10759.7,2023-04-29,health
271904,11606.2,2023-07-10,education
272090,12121.6,2023-12-30,services
272193,13498,2023-03-26,services
272503,21342.9,2023-06-24,education
272508,5910.73,2023-04-05,food
272573,7170.56,2023-01-14,food
272658,21850.8,2023-02-03,health
273103,10104.8,2023-08-29,services
273133,6416.54,2023-06-11,travel
273152,11100.8,2023-10-10,travel
273226,6074.64,2023-06-19,food
273404,8207.42,2024-01-19,education
273736,11124.4,2023-01-04,education
273795,17954.2,2023-04-14,health
274188,26465.2,2023-08-09,travel
274278,5326.64,2023-06-02,health
274404,10847.2,2023-10-23,travel
274528,32113.3,2023-09-21,food
274595,4462.2,2023-06-23,services
274864,25276.7,2023-02-20,food
274933,14450.5,2024-01-05,education
274964,12588.5,2023-08-25,shopping
275019,6684.4,2023-12-02,food
275174,8424.92,2023-03-02,health
275206,23078.2,2023-04-04,shopping
275251,7792.56,2023-01-21,services
275435,17904.5,2023-05-14,services
275597,31647,2023-08-29,transfer
275598,4811.66,2023-07-23,food
276023,5339.84,2023-02-18,transfer
276030,4966.08,2024-01-24,food
276096,33635,2023-04-20,travel
276106,5298.9,2024-02-02,transfer
276282,4436.08,2023-05-18,health
276342,40088.4,2023-03-26,services
277295,22356.8,2024-02-03,travel
277434,28310.9,2023-02-08,services
277584,10960,2023-05-19,transfer
277643,4930.38,2023-05-10,shopping
277687,7980.44,2023-02-11,transfer
277941,8364.41,2023-03-16,education
277945,25833.1,2023-02-23,shopping
278073,12468.7,2023-12-18,education
278129,4555.2,2023-03-25,education
278208,9805.84,2023-05-22,services
279090,4411,2023-12-10,food
279150,10454.4,2023-03-02,transfer
279222,7919.58,2024-01-11,travel
279315,8921.6,2024-01-25,health
279891,9838.4,2023-07-09,transfer
280003,5918.9,2023-02-04,health
280052,4126.4,2023-03-29,services
280077,8170.89,2023-01-19,education
280286,4576.88,2023-03-08,health
280352,13171.5,2023-02-10,food
280380,14982,2023-12-25,health
280419,9504,2023-08-11,food
280717,9554,2024-01-25,travel
280731,57388,2023-08-23,education
280777,7765.05,2023-08-01,services
280862,20456.5,2023-06-27,transfer
280896,35855,2023-01-21,health
281722,5180.2,2023-02-01,shopping
281851,19738.6,2023-12-22,travel
281916,7305.6,2023-11-13,transfer
282432,12171,2023-12-27,food
282464,4622.88,2023-02-16,education
282616,8582.73,2023-12-04,transfer
282795,4229.6,2023-11-24,services
283693,42318.9,2023-12-03,health
283861,9120.38,2024-01-28,shopping
283983,6787.55,2023-08-06,travel
284459,4925.18,2023-07-16,services
284494,8377.52,2023-10-26,health
284524,17937.1,2023-09-06,health
284533,23080.1,2023-02-11,food
284565,3957.69,2023-04-06,services
284572,6228.8,2023-02-05,health
284940,15069,2023-09-03,transfer
285131,12134.8,2023-03-25,health
285267,4532.83,2023-03-01,travel
285318,4854.6,2023-04-28,food
285360,9066.77,2023-06-17,food
285707,4357.76,2023-12-09,services
285885,15904.1,2023-03-23,transfer
285912,4504.01,2023-04-03,education
285962,21219.3,2023-03-04,education
286063,4525.44,2023-01-25,food
286135,8216.52,2023-07-06,health
286344,16101.6,2023-08-18,services
286462,5126,2023-11-04,transfer
286865,35311.4,2023-03-12,services
286978,6141,2023-09-27,health
287051,12300.4,2023-09-09,services
287096,13015,2023-02-25,shopping
287284,5968.16,2024-01-12,transfer
287598,7110.18,2023-12-04,services
287959,16008.7,2023-08-24,food
288054,18533.7,2023-04-02,services
288443,13553.8,2023-04-27,travel
288691,11292.1,2023-12-28,transfer
288821,5213.52,2023-07-13,travel
288923,14729.8,2023-08-08,transfer
289125,13387.8,2023-11-11,education
289211,4619.7,2023-12-15,food
289440,5916.35,2023-10-05,food
289450,4011.67,2023-08-15,food
289452,23041.5,2023-10-13,transfer
289604,7676.71,2023-07-15,travel
289844,17982.9,2023-07-19,services
289892,10163.2,2023-01-12,food
289974,7379.55,2023-03-29,transfer
290198,14475.6,2023-03-31,services
290814,14756.5,2023-04-30,travel
291164,21851.6,2023-08-19,education
291892,8816.85,2023-05-12,travel
291937,8587.11,2023-04-28,health
292172,9905.76,2023-03-20,shopping
292422,6777.12,2023-03-10,shopping
292678,4328.1,2023-10-26,travel
292701,9711.81,2023-05-05,shopping
292729,4591.08,2023-06-30,travel
293144,31762.7,2024-01-09,education
293485,4817.6,2023-06-14,health
293642,4488.82,2023-07-02,transfer
293998,23084.8,2023-12-02,services
294144,27565.4,2023-01-20,travel
294221,20395.6,2023-11-15,shopping
294241,7409.07,2023-05-21,transfer
294310,10753.5,2023-03-23,travel
294610,5959.76,2023-10-05,travel
294653,48774,2023-10-11,travel
294753,39540.7,2023-11-27,transfer
294810,36175,2023-04-28,food
294824,29434.6,2023-04-09,transfer
294887,8827.52,2023-02-14,travel
294918,4067.16,2023-01-24,services
294985,10288.8,2023-12-04,health
295118,11429.2,2024-01-12,education
295122,18537.3,2023-08-22,health
295209,8807.52,2023-06-27,education
295349,5251.95,2023-09-18,shopping
295784,20684.2,2023-01-04,shopping
295911,5302.55,2023-02-21,education
295946,54948.2,2023-02-28,health
296041,5510.56,2023-02-25,shopping
296102,9142,2023-11-08,services
296147,5984.55,2023-09-10,transfer
296232,19232.6,2023-08-08,shopping
296746,5979.31,2023-08-05,health
296766,6761.25,2023-05-04,transfer
296945,44853.7,2023-12-04,education
297672,13057,2023-01-15,travel
298171,24115.1,2023-11-26,transfer
298178,6480.88,2023-01-05,education
298185,21635.6,2023-06-02,shopping
298206,13205.2,2023-01-21,travel
298243,18036,2023-03-22,shopping
298336,5765.34,2023-04-17,health
298885,9477,2023-03-05,education
298978,8814.5,2023-03-13,services
299075,19714.4,2023-11-08,health
299271,26527.6,2023-10-07,services
299309,34233.9,2023-06-18,education
299360,18643.2,2023-02-06,health
299469,15867.4,2023-08-09,education
299488,21147.3,2023-01-15,health
299543,16951.1,2023-03-24,travel
299575,56242,2023-11-23,food
299577,4039.74,2023-11-24,food
300251,7478.22,2023-01-11,shopping
300349,12817.6,2023-10-01,food
300861,7309.98,2023-02-07,travel
300899,13917.1,2023-07-27,travel
300964,27826.2,2023-12-06,education
300972,10842.2,2023-04-08,services
301146,41888.1,2023-05-15,health
301452,15631.6,2023-05-10,travel
301956,4265.4,2023-10-27,health
302105,33018.8,2023-06-21,education
302347,5649.4,2023-11-02,food
302548,11216.6,2023-10-22,travel
302864,7810.95,2023-12-18,food
302880,11493.5,2023-01-10,education
303136,13230.6,2023-08-29,food
303149,12494.2,2024-01-17,services
303174,10513.2,2023-09-23,shopping
303182,20049.6,2023-09-10,travel
303475,6593.44,2023-01-16,food
303512,5402,2023-11-07,health
303860,15320.3,2023-11-14,travel
304017,7332.78,2023-11-18,food
304218,6595.15,2023-09-29,transfer
304276,30061.3,2023-01-23,transfer
304376,7471.78,2023-08-27,services
304629,5026.23,2023-07-08,shopping
304738,20315.9,2024-01-11,food
304757,4986.9,2023-04-04,health
304878,8558.4,2023-08-23,services
304882,4868.85,2023-12-08,services
305210,7862.92,2024-01-16,travel
305335,15832.9,2023-08-31,education
305398,8791.02,2023-11-26,travel
305422,12182.4,2023-10-23,health
305506,12725.4,2023-12-19,shopping
305542,29253.6,2023-10-23,services
305634,16529.1,2023-05-22,education
305672,30193.9,2023-04-01,health
305689,7582.95,2024-01-01,education
305731,9783.33,2023-12-10,shopping
305966,11828.1,2023-04-29,shopping
306110,40576.6,2024-01-27,food
306425,9011.86,2023-04-24,transfer
306615,5559.73,2023-07-20,services
306622,4068.46,2023-03-03,shopping
306772,6418.84,2023-04-18,education
307305,7201.76,2023-04-18,transfer
307526,17699.4,2023-08-30,transfer
307574,15143,2023-04-22,food
307670,27829,2023-11-08,food
307837,4565.37,2023-03-01,travel
308607,6957.02,2023-05-27,health
308670,8753.8,2023-09-28,education
308762,46707.3,2023-08-05,health
308824,8269.56,2023-12-01,education
308891,4672.91,2023-11-19,travel
309173,6839.42,2023-01-24,transfer
309224,5771.2,2023-07-02,travel
309323,6529.16,2023-10-21,travel
309342,13137.5,2023-03-02,health
309434,4071.85,2023-05-11,shopping
309495,5958.51,2023-06-18,health
309644,19025.8,2023-10-22,services
310186,11010,2023-02-20,food
310238,6922.84,2023-06-23,food
310444,9572.28,2024-01-28,health
310588,13312.4,2023-05-02,food
310866,14128.1,2023-10-05,health
311074,5928.26,2023-11-25,services
311346,14762.8,2023-10-05,food
311625,5621.72,2023-03-23,health
311657,60333.2,2023-01-09,travel
311702,12933,2023-08-30,food
311725,6316.2,2023-01-30,transfer
312303,42344.2,2023-06-17,services
312405,37649.9,2023-03-13,education
312703,6064.08,2023-03-23,transfer
312709,6790.29,2023-04-30,travel
313052,6532.01,2023-07-06,transfer
313087,6402.72,2023-08-22,health
313144,9856.08,2023-04-02,health
313173,5174.26,2023-10-08,travel
313177,6310.44,2024-02-02,health
313416,15291.6,2023-04-20,food
313422,14810.6,2023-08-09,health
314048,19491.6,2023-06-19,travel
314350,8838.2,2023-03-20,travel
314486,27972.8,2023-01-05,services
314541,21049.4,2023-05-09,travel
314687,15496.7,2023-03-03,shopping
314824,13097.4,2023-09-09,health
315034,14142.6,2023-12-17,food
315335,15088.7,2023-06-13,travel
315732,25954.3,2023-12-26,travel
315781,5120.04,2023-07-18,travel
316517,21369.6,2024-01-11,travel
316668,13104,2023-03-04,health
317007,10896.6,2023-10-21,transfer
317134,7913,2023-06-19,services
317324,18907.8,2024-01-17,travel
317420,5789.18,2023-12-17,services
317494,30492.6,2024-01-22,education
317508,12535.4,2023-07-13,education
317638,10798,2023-10-24,transfer
317862,12117.4,2023-03-12,education
317919,6347.4,2023-02-14,services
318155,13647.9,2023-02-15,services
318190,8132.13,2023-05-09,health
318966,6105.45,2023-05-21,transfer
319119,26523.6,2023-09-21,food
319754,6867.8,2023-12-16,food
319780,30893.9,2023-01-09,travel
319789,12268.9,2023-03-25,travel
320103,72702.1,2023-11-18,transfer
320358,19107.5,2023-03-22,shopping
320579,4619.16,2023-10-08,health
320693,9600.61,2023-07-09,health
320991,9717.48,2023-04-23,shopping
321049,5744.02,2024-01-18,education
321185,18787.6,2023-09-10,services
321293,11737.3,2023-11-25,health
321320,15522.8,2023-07-17,education
321366,20484.4,2023-06-14,services
321493,18678.7,2024-01-14,transfer
321583,6767.88,2023-04-08,travel
321811,5947.76,2023-05-31,transfer
321814,7414.97,2024-01-23,travel
321995,16232.9,2023-03-01,health
322045,6634.56,2023-10-01,travel
322061,6901.86,2024-01-06,education
322130,6467.16,2023-01-19,health
322225,4851.46,2023-01-15,health
322496,8356.48,2023-12-07,travel
323142,5551.52,2023-01-06,services
323193,13203.8,2023-02-22,shopping
323703,10260.5,2023-10-01,services
323928,32065.9,2023-07-15,services
324290,58575.6,2023-11-28,health
324507,11959.5,2023-09-14,travel
324574,18293.3,2023-05-19,food
324622,30979.6,2023-10-11,education
324753,5464.2,2023-05-04,transfer
324843,10300.5,2023-12-16,health
325026,14406.7,2023-03-27,transfer
325250,5876.7,2023-02-28,shopping
325271,27535.8,2023-06-02,health
325659,6496,2023-01-15,travel
325708,19574.5,2023-01-27,food
325853,11643.8,2023-02-16,transfer
326101,13643.1,2023-09-27,shopping
326224,9141.58,2023-12-31,health
326294,9608.11,2023-06-04,services
326341,24471.4,2023-07-01,education
326559,4184.96,2023-08-10,education
326627,5029.83,2023-12-17,education
326669,9172.71,2023-06-13,transfer
326952,26197.5,2023-01-07,shopping
327220,17452.1,2023-01-21,health
327390,14029.9,2023-02-06,transfer
327550,4104.96,2023-09-09,travel
327694,13317.2,2023-01-02,transfer
327862,9556.62,2023-07-22,shopping
327981,10212.9,2023-06-08,transfer
328180,15380.2,2023-10-28,health
328445,3971.8,2023-07-30,health
328460,7060.34,2023-07-11,travel
328493,4490.84,2023-04-01,health
328555,14154.3,2023-06-20,travel
328625,10981.9,2023-03-17,food
328667,20759.2,2023-09-16,transfer
328813,10753.1,2023-09-10,shopping
328846,12008.6,2023-11-13,food
328910,16975.2,2023-05-25,services
329169,6494.26,2023-01-08,food
329187,19954.6,2023-12-16,transfer
329244,11267.5,2023-01-29,health
329261,6068.32,2023-01-23,health
329292,4383.69,2023-05-17,services
329359,7011.12,2023-11-24,services
329647,13829.1,2024-01-21,shopping
329867,5027.04,2023-12-07,transfer
330071,13494,2023-05-22,shopping
330306,12115.2,2023-08-23,shopping
330618,10380.2,2023-06-08,shopping
330619,7099.8,2023-11-20,health
330694,6361.52,2023-12-18,shopping
330896,21494.3,2023-10-07,transfer
330998,4978.54,2023-06-18,health
331215,12965.7,2023-06-11,education
331263,25919,2023-08-03,shopping
331415,19151.2,2023-01-24,transfer
331932,6905.64,2023-08-22,shopping
332116,10432,2023-08-20,food
332139,6355.8,2023-08-16,transfer
332247,17536.6,2023-10-06,travel
332252,3983.16,2023-04-12,services
332515,15117.3,2023-12-06,health
332764,20283.1,2024-01-20,transfer
332966,9624.45,2023-09-09,food
333044,12969.2,2023-12-25,services
333696,9096.9,2023-08-28,education
333746,10687.4,2023-07-08,education
333865,28364.1,2023-06-30,food
333982,6770.64,2023-07-15,travel
334064,5578.08,2024-01-31,transfer
334123,3991.02,2023-12-20,education
334167,7597.8,2023-07-25,travel
334243,9807.56,2023-08-12,services
334308,6720,2023-05-24,food
334317,28277.5,2023-12-16,services
334618,8288.28,2024-02-03,food
334642,18220.7,2023-01-08,education
334780,7255.4,2023-01-31,education
334911,7626,2023-05-18,health
334996,35632.5,2024-01-07,services
335207,7259.28,2023-04-20,services
335597,19131.3,2023-07-26,travel
336057,14730.5,2023-11-03,education
336058,5501.72,2023-11-06,transfer
336175,6517.18,2023-03-02,services
336415,9042,2023-12-04,shopping
336475,11186.7,2023-09-08,travel
336800,6183.76,2023-02-18,travel
337194,11267.6,2023-12-08,food
337212,10529,2023-11-28,education
337277,14618.9,2023-04-21,travel
337483,6245.3,2023-02-01,health
337497,7348.5,2023-11-29,health
337688,12505,2023-04-30,health
337896,9786.15,2023-11-16,education
337949,22830.8,2023-08-03,travel
338248,22483.4,2023-02-13,shopping
338351,12327.3,2024-01-18,education
338750,34643.5,2023-06-15,health
339089,37191.6,2023-01-01,health
339201,24153,2023-04-05,services
339249,6318,2023-12-31,shopping
339400,17181.9,2023-06-29,travel
339444,40054.9,2023-03-23,travel
339490,14085.3,2023-05-03,shopping
339755,8521.94,2023-08-04,health
340000,5804.8,2023-02-12,transfer
340037,10081.7,2023-04-24,education
340688,21438.1,2023-05-20,transfer
340765,5583.34,2023-02-09,transfer
340767,10940.6,2023-09-01,shopping
340899,30991.3,2023-11-07,health
340927,17041.4,2023-08-06,transfer
340938,11950.2,2023-02-22,services
341045,4052.7,2023-02-14,health
341200,8257.44,2023-04-09,education
341358,4657.27,2023-07-10,education
341376,48801.2,2024-02-01,travel
341615,25297.7,2023-10-29,shopping
341787,14667.4,2023-12-22,health
341918,4313.16,2023-12-13,services
341932,7962.6,2023-08-15,education
342104,6870.37,2023-10-28,shopping
342227,14484.8,2023-09-16,services
342257,23520.7,2023-05-17,travel
342367,11331,2023-12-09,shopping
342444,7314.84,2023-05-07,transfer
342526,6251.68,2023-06-08,education
342594,18307.2,2023-12-13,food
342827,7052.08,2023-04-23,education
343132,5268.43,2023-05-03,transfer
343527,18797.6,2023-03-14,services
343603,10531.4,2023-12-19,health
343699,8064.3,2023-11-14,travel
343805,5852.44,2023-02-12,shopping
343824,4731.3,2023-07-17,food
343880,10353.2,2024-01-12,food
344021,10677.6,2023-08-19,education
344080,11298.8,2023-08-01,education
344310,18674.5,2023-09-08,food
344395,9814.53,2023-04-29,services
344673,16453.7,2023-09-19,travel
344814,15364.3,2023-09-14,health
345000,7149.48,2023-04-02,transfer
345042,9026.12,2023-08-30,travel
345251,19343.9,2023-01-18,food
345340,14581.7,2023-08-16,food
345828,7704.71,2023-11-21,transfer
345859,10253.3,2023-10-21,health
345866,23066.2,2023-04-07,travel
346043,12704,2023-04-28,food
346235,5161.56,2023-10-16,shopping
346367,7033.8,2023-01-01,shopping
346437,28267.3,2023-08-28,food
346522,10058.7,2023-09-09,services
346697,7954.5,2023-12-12,travel
346907,4669,2023-03-14,services
347003,14672.2,2023-06-05,food
347073,23926.2,2023-06-17,services
347079,6413.15,2023-10-30,services
347314,10693.8,2023-01-24,health
347420,5696.64,2023-09-07,health
347445,32234.4,2024-01-11,education
347603,18381.1,2023-03-03,health
347823,4977,2024-01-29,education
348047,7384.5,2023-09-18,services
348648,12833,2023-07-14,services
348709,12054.6,2023-12-30,food
348813,18626.7,2024-02-05,transfer
348826,13192,2023-03-13,education
348938,5569.44,2023-01-05,travel
348972,18361,2023-03-05,health
349007,16946.7,2023-11-17,health
349177,6877.5,2023-03-08,health
349304,4168.17,2023-07-17,transfer
349345,7783.2,2024-01-25,food
349382,17048.5,2023-05-26,education
349441,16869.3,2023-08-26,education
349694,7577,2023-09-26,health
349851,50790.9,2023-10-10,travel
350039,6572.98,2023-08-28,shopping
350072,15631.6,2024-01-18,food
350661,4621.82,2023-09-14,health
350770,23978.7,2023-03-07,food
350849,18139.3,2023-12-20,shopping
350986,7073.22,2023-06-01,shopping
351504,9725.1,2023-12-25,education
351535,22567.5,2023-09-02,services
351758,10553.9,2023-03-05,food
352164,17514,2024-01-15,transfer
352435,9131.05,2023-02-06,transfer
352470,4733.45,2023-04-01,transfer
352621,19230.8,2023-08-01,travel
352633,14834.7,2023-03-21,health
352690,18602,2023-06-02,services
352748,20773.5,2023-02-21,transfer
